,location,latitude,longitude,index,year
21398,"Islamabad, Pakistan",33.6938118,73.0651511,28.4217094,1971
21399,"Panama City, Panama",8.6671353550533,-80.8169594275597,12.66908983,1971
21400,"Asunción, Paraguay",-25.2800459,-57.6343814,14.64641791,1971
21401,"Lima, Peru",-12.0621065,-77.0365256,21.68746851,1971
21402,"Manila, Philippines",14.5906346,120.9799964,20.65191913,1971
21403,"Warsaw, Poland",52.2337172,21.0714322356365,45.54781337,1971
21404,"Lisbon, Portugal",38.7077507,-9.1365919,14.23980558,1971
21405,"Doha, Qatar",24.73677015,81.4466022001494,52.71483631,1971
21406,"Bucharest, Romania",44.4361414,26.1027202,32.22678867,1971
21407,"Moscow, Russia",55.7505412,37.6174782,50.10568236,1971
21408,"Kigali, Rwanda",-1.8859597,30.1296751,24.42668573,1971
21409,"Apia, Samoa",-13.8344639,-171.7649144,4.801033988,1971
21410,"San Marino, San Marino",43.9458623,12.458306,30.62129542,1971
21411,"São Tomé, São Tomé and Príncipe",0.3389242,6.7313031,13.43297143,1971
21412,"Riyadh, Saudi Arabia",24.638916,46.7160104,71.51813903,1971
21413,"Dakar, Senegal",14.693425,-17.447938,39.10938209,1971
21414,"Belgrade, Serbia",44.8178131,20.4568974,28.22874574,1971
21415,"Victoria, Seychelles",-36.5986096,144.6780052,7.858283541,1971
21416,"Freetown, Sierra Leone",8.479004,-13.26795,22.26758746,1971
21417,"Singapore, Singapore",1.357107,103.8194992,9.858091826,1971
21418,"Bratislava, Slovakia",48.1516988,17.1093063,49.23909272,1971
21419,"Ljubljana, Slovenia",46.0500268,14.5069289,30.12031664,1971
21420,"Honiara, Solomon Islands",-9.43779755,159.962417478605,7.180652902,1971
21421,"Mogadishu, Somalia",2.0349312,45.3419183,10.09506298,1971
21422,"Pretoria, South Africa",-25.7459277,28.1879101,29.79408362,1971
21423,"Seoul, South Korea",37.5666791,126.9782914,17.0606655,1971
21424,"Juba, South Sudan",4.8459246,31.5959173,23.32289445,1971
21425,"Madrid, Spain",40.4167047,-3.7035825,12.19176356,1971
21426,"Colombo, Sri Lanka",6.9388614,79.8542005,12.56506301,1971
21427,"Khartoum, Sudan",15.5635972,32.5349123,35.88287265,1971
21428,"Paramaribo, Suriname",5.8247628,-55.1703941,16.61076912,1971
21429,"Stockholm, Sweden",59.3251172,18.0710935,12.16403616,1971
21430,"Bern, Switzerland",46.9484742,7.4521749,30.0512727,1971
21431,"Damascus, Syria",33.5145227857709,36.2904335592578,19.37248747,1971
21432,"Taipei, Taiwan",25.0375198,121.5636796,12.82649181,1971
21433,"Dushanbe, Tajikistan",38.5856947,68.7603746751885,24.8599104,1971
21434,"Dar es Salaam, Tanzania",-6.8160837,39.2803583,12.10373379,1971
21435,"Bangkok, Thailand",13.7524938,100.4935089,11.29137695,1971
21436,"Lomé, Togo",6.15803455,1.25168237324663,32.90450126,1971
21437,"Nukuʻalofa, Tonga",-21.1343401,-175.201808,4.794943263,1971
21438,"Tunis, Tunisia",36.8002068,10.1857757,21.10382589,1971
21439,"Ankara, Turkey",39.7160439,32.7059948,17.04436255,1971
21440,"Ashgabat, Turkmenistan",37.9404648,58.3823487,31.54424844,1971
21441,"Kampala, Uganda",0.3177137,32.5813539,24.99617378,1971
21442,"Kyiv, Ukraine",50.4500336,30.5241361,42.6395833,1971
21443,"Abu Dhabi, UAE",24.4538352,54.3774014,32.24834524,1971
21444,"London, United Kingdom",51.4893335,-0.144055084527687,32.77849517,1971
21445,"Washington, D.C., USA",38.9240943816741,-77.0091011073296,19.65458437,1971
21446,"Tashkent, Uzbekistan",41.3123363,69.2787079,40.13593328,1971
21447,"Port Vila, Vanuatu",-17.7414972,168.3150163,7.097835198,1971
21448,"Vatican City, Vatican City",41.903411,12.4528527,31.38034814,1971
21449,"Caracas, Venezuela",10.5060934,-66.9146008,19.11994284,1971
21450,"Hanoi, Vietnam",21.0283334,105.854041,16.32747143,1971
21451,"Sana'a, Yemen",15.3538569,44.2058841,19.35047058,1971
21452,"Lusaka, Zambia",-15.4163395,28.2818414,19.50876202,1971
21453,"Harare, Zimbabwe",-17.8567035,31.0601584,19.66454218,1971
21454,"Leeds, United Kingdom",53.7974185,-1.5437941,39.28485121,1971
21455,"Exeter, United Kingdom",50.7256138,-3.5269209,20.30929617,1971
21456,"Edinburgh, United Kingdom",55.9533456,-3.1883749,18.42641027,1971
21457,"Los Angeles, USA",34.0536909,-118.242766,32.2149598,1971
21458,"Nanjing, China",32.0438284,118.7788631,25.0966953,1971
21459,"Shanghai, China",31.2312707,121.4700152,18.77492934,1971
21460,"Chennai, India",13.0836939,80.270186,16.70704726,1971
21461,"Ahmedabad, India",23.0215374,72.5800568,34.8544319,1971
21462,"Fairbanks, USA",64.837845,-147.716675,30.0325347,1971
21463,"Birmingham, UK",52.4796992,-1.9026911,35.96899115,1971
21464,"São Paulo, Brazil",-23.5506507,-46.6333824,11.59988225,1971
21465,"Singapore, Singapore.1",1.357107,103.8194992,10.20099572,1971
21466,"Cape Town, South Africa",-33.928992,18.417396,4.784686423,1971
21467,"Birmingham, United Kingdom",52.4796992,-1.9026911,35.96899115,1971
21468,"Cardiff, United Kingdom",51.4816546,-3.1791934,37.347654,1971
21469,"Belfast, United Kingdom",54.596391,-5.9301829,13.85810274,1971
21470,"Reykjavík, Iceland",64.145981,-21.9422367,4.734773765,1971
21471,"Yakutsk, Russia",62.0274078,129.7319787,7.953605048,1971
21472,"Kabul, Afghanistan",34.5260109,69.1776838,22.08791224,1972
21473,"Tirana, Albania",41.3281482,19.8184435,26.06218641,1972
21474,"Algiers, Algeria",36.7729309,3.0588291,11.04840537,1972
21475,"Luanda, Angola",-8.8272699,13.2439512,21.32825085,1972
21476,"Buenos Aires, Argentina",-34.6073387,-58.4432852,10.3592301,1972
21477,"Yerevan, Armenia",40.1777112,44.5126233,29.86614751,1972
21478,"Sydney, Australia",-33.8698439,151.2082848,4.841360335,1972
21479,"Canberra, Australia",-35.2975906,149.1012676,5.109238004,1972
21480,"Baku, Azerbaijan",40.3755885,49.8328009,26.01206844,1972
21481,"Manama, Bahrain",-8.79691,125.45785,39.33457736,1972
21482,"Dhaka, Bangladesh",23.7644025,90.389015,37.20381735,1972
21483,"Minsk, Belarus",53.9024716,27.5618225,32.91582879,1972
21484,"Brussels, Belgium",50.8550018,4.35123337611662,33.19042192,1972
21485,"Cotonou, Benin",6.3676953,2.4252507,32.18109152,1972
21486,"Thimphu, Bhutan",27.4713546,89.6336729,16.51437378,1972
21487,"La Paz, Bolivia",-16.4955455,-68.1336229,17.23880981,1972
21488,"Gaborone, Botswana",-24.6581357,25.9088474,13.29981144,1972
21489,"Brasília, Brazil",-10.3333333,-53.2,9.029428373,1972
21490,"Sofia, Bulgaria",-15.2538402,48.2562163,55.50182216,1972
21491,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944,54.61523935,1972
21492,"Bujumbura, Burundi",-3.3638125,29.3675028,30.03045743,1972
21493,"Phnom Penh, Cambodia",11.568271,104.9224426,20.51379373,1972
21494,"Yaoundé, Cameroon",3.8689867,11.5213344,40.63144739,1972
21495,"Ottawa, Canada",45.4110870626566,-75.7083256476122,8.557211457,1972
21496,"Bangui, CAR",4.3635118,18.5835913,34.81618303,1972
21497,"N'Djaména, Chad",12.1191543,15.0502758,53.85005939,1972
21498,"Santiago, Chile",-33.4377756,-70.6504502,14.4249295,1972
21499,"Hangzhou, China",30.2489634,120.2052342,25.5060384,1972
21500,"Beijing, China",40.190632,116.412144,29.99967364,1972
21501,"Bogotá, Colombia",4.6533816,-74.0836333,15.25251615,1972
21502,"Brazzaville, Congo",-4.2694407,15.2712256,41.22045398,1972
21503,"San José, Costa Rica",9.9325427,-84.0795782,17.63055442,1972
21504,"Abidjan, Côte d'Ivoire",5.320357,-4.016107,19.79281436,1972
21505,"Zagreb, Croatia",45.8130967,15.9772795,36.0389859,1972
21506,"Havana, Cuba",23.135305,-82.3589631,9.424326059,1972
21507,"Nicosia, Cyprus",35.1746503,33.3638783,16.29490627,1972
21508,"Prague, Czechia",50.0874654,14.4212535,68.6939113,1972
21509,"Kinshasa, DRC",-4.3217055,15.3125974,40.66850445,1972
21510,"Copenhagen, Denmark",55.6867243,12.5700724,24.0110754,1972
21511,"Djibouti, Djibouti",11.8145966,42.8453061,28.98454893,1972
21512,"Cairo, Egypt",30.0443879,31.2357257,29.32283445,1972
21513,"San Salvador, El Salvador",13.6989939,-89.1914249,24.00645097,1972
21514,"Malabo, Equatorial Guinea",3.741877,8.7740663,38.35099095,1972
21515,"Asmara, Eritrea",15.3389667,38.9326763,21.98969035,1972
21516,"Addis Ababa, Ethiopia",9.0358287,38.7524127,11.69796598,1972
21517,"Suva, Fiji",-18.1415884,178.4421662,6.332916822,1972
21518,"Paris, France",48.8534951,2.3483915,33.35423842,1972
21519,"Libreville, Gabon",0.4086518,9.4418849,21.25248943,1972
21520,"Tbilisi, Georgia",41.6934591,44.8014495,26.24619523,1972
21521,"Berlin, Germany",52.510885,13.3989367,54.30343273,1972
21522,"Accra, Ghana",5.5571096,-0.2012376,27.57103887,1972
21523,"Athens, Greece",37.9887791133275,23.7191086388293,21.24944598,1972
21524,"Guatemala City, Guatemala",14.6416142,-90.5132836,19.8015478,1972
21525,"Conakry, Guinea",9.5170602,-13.6998434,29.46353325,1972
21526,"Bissau, Guinea-Bissau",11.87018055,-15.6077045647727,32.68908173,1972
21527,"Port-au-Prince, Haiti",18.547327,-72.3395928,13.96950581,1972
21528,"Tegucigalpa, Honduras",14.1057433,-87.2040052,29.94644219,1972
21529,"Budapest, Hungary",47.48138955,19.1460941269125,69.02919484,1972
21530,"Delhi, India",28.6273928,77.1716954,64.22139276,1972
21531,"Jakarta, Indonesia",-6.175247,106.8270488,13.83475377,1972
21532,"Tehran, Iran",35.6892523,51.3896004,22.34499183,1972
21533,"Baghdad, Iraq",33.3061701,44.3872213,32.81282153,1972
21534,"Dublin, Ireland",53.3493795,-6.2605593,12.92404917,1972
21535,"Jerusalem, Israel",31.7788242,35.2257626,17.18585761,1972
21536,"Rome, Italy",41.8933203,12.4829321,35.32722801,1972
21537,"Tokyo, Japan",35.6821936,139.762221,18.80889358,1972
21538,"Amman, Jordan",31.9515694,35.9239625,21.19811112,1972
21539,"Temirtau, Kazakhstan",50.0587825,72.9535681,13.82893323,1972
21540,"Astana, Kazakhstan",51.1282205,71.4306682,12.9499325,1972
21541,"Nairobi, Kenya",-1.30261485,36.8288420181373,12.64285353,1972
21542,"Kuwait City, Kuwait",29.3796532,47.9734174,48.40873752,1972
21543,"Bishkek, Kyrgyzstan",42.8777895,74.6066926,26.92730391,1972
21544,"Vientiane, Laos",17.9640988,102.6133707,25.37882552,1972
21545,"Riga, Latvia",56.9493977,24.1051846,32.44734034,1972
21546,"Monrovia, Liberia",6.328034,-10.797788,17.22086733,1972
21547,"Tripoli, Libya",32.896672,13.1777923,22.33554022,1972
21548,"Vilnius, Lithuania",54.6870458,25.2829111,24.86502892,1972
21549,"Luxembourg, Luxembourg",49.6112768,6.129799,35.6499009,1972
21550,"Antananarivo, Madagascar",-18.9100122,47.5255809,16.41721115,1972
21551,"Lilongwe, Malawi",-13.9875107,33.768144,16.12567247,1972
21552,"Kuala Lumpur, Malaysia",3.1516964,101.6942371,13.80860777,1972
21553,"Bamako, Mali",12.61326555,-7.9847391362413,37.45984669,1972
21554,"Valletta, Malta",35.8989818,14.5136759,15.62377718,1972
21555,"Nouakchott, Mauritania",18.0618918,-15.9311481578329,62.13772903,1972
21556,"Port Louis, Mauritius",-20.1624522,57.5028044,13.99832346,1972
21557,"Mexico City, Mexico",19.4326296,-99.1331785,15.83648166,1972
21558,"Chisinau, Moldova",47.0245117,28.8322923,33.1652565,1972
21559,"Ulaanbaatar, Mongolia",47.94097405,106.917963752256,41.69420254,1972
21560,"Podgorica, Montenegro",42.4415238,19.2621081,37.20703122,1972
21561,"Rabat, Morocco",34.02236,-6.8340222,16.27597426,1972
21562,"Maputo, Mozambique",-25.966213,32.56745,12.31121583,1972
21563,"Windhoek, Namibia",-22.5776104,17.0772739,12.45019856,1972
21564,"Kathmandu, Nepal",27.708317,85.3205817,23.99802145,1972
21565,"Amsterdam, Netherlands",52.3730796,4.8924534,24.26314503,1972
21566,"Wellington, New Zealand",-41.2887953,174.7772114,5.989449046,1972
21567,"Managua, Nicaragua",12.1544035,-86.2737642,17.28734522,1972
21568,"Niamey, Niger",13.524834,2.109823,53.57993418,1972
21569,"Abuja, Nigeria",9.0643305,7.4892974,51.59143257,1972
21570,"Pyongyang, North Korea",39.0167979,125.7473609,21.89108316,1972
21571,"Skopje, North Macedonia",41.9961816,21.4319213,35.82709459,1972
21572,"Oslo, Norway",59.9133301,10.7389701,14.60218905,1972
21573,"Muscat, Oman",23.5882019,58.3829448,31.763142,1972
21574,"Islamabad, Pakistan",33.6938118,73.0651511,28.39440858,1972
21575,"Panama City, Panama",8.6671353550533,-80.8169594275597,12.73509654,1972
21576,"Asunción, Paraguay",-25.2800459,-57.6343814,15.38958858,1972
21577,"Lima, Peru",-12.0621065,-77.0365256,21.10340061,1972
21578,"Manila, Philippines",14.5906346,120.9799964,21.85907201,1972
21579,"Warsaw, Poland",52.2337172,21.0714322356365,46.12381122,1972
21580,"Lisbon, Portugal",38.7077507,-9.1365919,15.60134063,1972
21581,"Doha, Qatar",24.73677015,81.4466022001494,55.99325321,1972
21582,"Bucharest, Romania",44.4361414,26.1027202,30.83159259,1972
21583,"Moscow, Russia",55.7505412,37.6174782,49.57174722,1972
21584,"Kigali, Rwanda",-1.8859597,30.1296751,25.34728843,1972
21585,"Apia, Samoa",-13.8344639,-171.7649144,4.362805352,1972
21586,"San Marino, San Marino",43.9458623,12.458306,33.52690537,1972
21587,"São Tomé, São Tomé and Príncipe",0.3389242,6.7313031,14.57476937,1972
21588,"Riyadh, Saudi Arabia",24.638916,46.7160104,69.18040505,1972
21589,"Dakar, Senegal",14.693425,-17.447938,39.72840887,1972
21590,"Belgrade, Serbia",44.8178131,20.4568974,28.46569375,1972
21591,"Victoria, Seychelles",-36.5986096,144.6780052,8.119157196,1972
21592,"Freetown, Sierra Leone",8.479004,-13.26795,22.59679487,1972
21593,"Singapore, Singapore",1.357107,103.8194992,21.26460642,1972
21594,"Bratislava, Slovakia",48.1516988,17.1093063,47.96046445,1972
21595,"Ljubljana, Slovenia",46.0500268,14.5069289,31.28837788,1972
21596,"Honiara, Solomon Islands",-9.43779755,159.962417478605,6.756712601,1972
21597,"Mogadishu, Somalia",2.0349312,45.3419183,9.819457397,1972
21598,"Pretoria, South Africa",-25.7459277,28.1879101,30.08350364,1972
21599,"Seoul, South Korea",37.5666791,126.9782914,17.94354871,1972
21600,"Juba, South Sudan",4.8459246,31.5959173,25.08512021,1972
21601,"Madrid, Spain",40.4167047,-3.7035825,13.02371548,1972
21602,"Colombo, Sri Lanka",6.9388614,79.8542005,12.91857391,1972
21603,"Khartoum, Sudan",15.5635972,32.5349123,37.44643255,1972
21604,"Paramaribo, Suriname",5.8247628,-55.1703941,17.00631868,1972
21605,"Stockholm, Sweden",59.3251172,18.0710935,12.24651439,1972
21606,"Bern, Switzerland",46.9484742,7.4521749,31.02012489,1972
21607,"Damascus, Syria",33.5145227857709,36.2904335592578,19.48343213,1972
21608,"Taipei, Taiwan",25.0375198,121.5636796,12.52080714,1972
21609,"Dushanbe, Tajikistan",38.5856947,68.7603746751885,27.2396062,1972
21610,"Dar es Salaam, Tanzania",-6.8160837,39.2803583,12.34466942,1972
21611,"Bangkok, Thailand",13.7524938,100.4935089,11.35756549,1972
21612,"Lomé, Togo",6.15803455,1.25168237324663,36.49980446,1972
21613,"Nukuʻalofa, Tonga",-21.1343401,-175.201808,4.754601232,1972
21614,"Tunis, Tunisia",36.8002068,10.1857757,22.78262651,1972
21615,"Ankara, Turkey",39.7160439,32.7059948,17.04985498,1972
21616,"Ashgabat, Turkmenistan",37.9404648,58.3823487,33.31068746,1972
21617,"Kampala, Uganda",0.3177137,32.5813539,26.62087605,1972
21618,"Kyiv, Ukraine",50.4500336,30.5241361,40.62572871,1972
21619,"Abu Dhabi, UAE",24.4538352,54.3774014,33.5602684,1972
21620,"London, United Kingdom",51.4893335,-0.144055084527687,30.02377045,1972
21621,"Washington, D.C., USA",38.9240943816741,-77.0091011073296,19.82347036,1972
21622,"Tashkent, Uzbekistan",41.3123363,69.2787079,40.71731959,1972
21623,"Port Vila, Vanuatu",-17.7414972,168.3150163,6.637059079,1972
21624,"Vatican City, Vatican City",41.903411,12.4528527,34.30651255,1972
21625,"Caracas, Venezuela",10.5060934,-66.9146008,19.92545548,1972
21626,"Hanoi, Vietnam",21.0283334,105.854041,15.862599,1972
21627,"Sana'a, Yemen",15.3538569,44.2058841,19.24947169,1972
21628,"Lusaka, Zambia",-15.4163395,28.2818414,20.27958036,1972
21629,"Harare, Zimbabwe",-17.8567035,31.0601584,19.99913657,1972
21630,"Leeds, United Kingdom",53.7974185,-1.5437941,36.20411209,1972
21631,"Exeter, United Kingdom",50.7256138,-3.5269209,19.72281157,1972
21632,"Edinburgh, United Kingdom",55.9533456,-3.1883749,18.52172548,1972
21633,"Los Angeles, USA",34.0536909,-118.242766,32.83191555,1972
21634,"Nanjing, China",32.0438284,118.7788631,26.98939887,1972
21635,"Shanghai, China",31.2312707,121.4700152,19.75842958,1972
21636,"Chennai, India",13.0836939,80.270186,16.68414961,1972
21637,"Ahmedabad, India",23.0215374,72.5800568,34.32114288,1972
21638,"Fairbanks, USA",64.837845,-147.716675,29.9510661,1972
21639,"Birmingham, UK",52.4796992,-1.9026911,32.84491486,1972
21640,"São Paulo, Brazil",-23.5506507,-46.6333824,12.3405053,1972
21641,"Singapore, Singapore.1",1.357107,103.8194992,21.7891892,1972
21642,"Cape Town, South Africa",-33.928992,18.417396,4.984148449,1972
21643,"Birmingham, United Kingdom",52.4796992,-1.9026911,32.84491486,1972
21644,"Cardiff, United Kingdom",51.4816546,-3.1791934,34.86408838,1972
21645,"Belfast, United Kingdom",54.596391,-5.9301829,14.36899158,1972
21646,"Reykjavík, Iceland",64.145981,-21.9422367,4.830932126,1972
21647,"Yakutsk, Russia",62.0274078,129.7319787,8.218732026,1972
21648,"Kabul, Afghanistan",34.5260109,69.1776838,22.91465571,1973
21649,"Tirana, Albania",41.3281482,19.8184435,24.80078489,1973
21650,"Algiers, Algeria",36.7729309,3.0588291,10.59563247,1973
21651,"Luanda, Angola",-8.8272699,13.2439512,22.61769425,1973
21652,"Buenos Aires, Argentina",-34.6073387,-58.4432852,10.83155384,1973
21653,"Yerevan, Armenia",40.1777112,44.5126233,31.1491309,1973
21654,"Sydney, Australia",-33.8698439,151.2082848,4.417248612,1973
21655,"Canberra, Australia",-35.2975906,149.1012676,4.621171486,1973
21656,"Baku, Azerbaijan",40.3755885,49.8328009,23.01109091,1973
21657,"Manama, Bahrain",-8.79691,125.45785,44.43606586,1973
21658,"Dhaka, Bangladesh",23.7644025,90.389015,36.07277982,1973
21659,"Minsk, Belarus",53.9024716,27.5618225,34.36838379,1973
21660,"Brussels, Belgium",50.8550018,4.35123337611662,32.890747,1973
21661,"Cotonou, Benin",6.3676953,2.4252507,28.48955206,1973
21662,"Thimphu, Bhutan",27.4713546,89.6336729,13.08211795,1973
21663,"La Paz, Bolivia",-16.4955455,-68.1336229,18.55077895,1973
21664,"Gaborone, Botswana",-24.6581357,25.9088474,13.27125192,1973
21665,"Brasília, Brazil",-10.3333333,-53.2,8.838145777,1973
21666,"Sofia, Bulgaria",-15.2538402,48.2562163,56.10710561,1973
21667,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944,47.91632144,1973
21668,"Bujumbura, Burundi",-3.3638125,29.3675028,29.83067048,1973
21669,"Phnom Penh, Cambodia",11.568271,104.9224426,18.7127464,1973
21670,"Yaoundé, Cameroon",3.8689867,11.5213344,38.99215623,1973
21671,"Ottawa, Canada",45.4110870626566,-75.7083256476122,9.336807084,1973
21672,"Bangui, CAR",4.3635118,18.5835913,33.1450896,1973
21673,"N'Djaména, Chad",12.1191543,15.0502758,49.59266263,1973
21674,"Santiago, Chile",-33.4377756,-70.6504502,14.5671779,1973
21675,"Hangzhou, China",30.2489634,120.2052342,27.03501896,1973
21676,"Beijing, China",40.190632,116.412144,30.98889294,1973
21677,"Bogotá, Colombia",4.6533816,-74.0836333,14.22002435,1973
21678,"Brazzaville, Congo",-4.2694407,15.2712256,42.36984607,1973
21679,"San José, Costa Rica",9.9325427,-84.0795782,17.78613444,1973
21680,"Abidjan, Côte d'Ivoire",5.320357,-4.016107,16.93803756,1973
21681,"Zagreb, Croatia",45.8130967,15.9772795,35.52280065,1973
21682,"Havana, Cuba",23.135305,-82.3589631,9.070820322,1973
21683,"Nicosia, Cyprus",35.1746503,33.3638783,16.88218456,1973
21684,"Prague, Czechia",50.0874654,14.4212535,63.96368146,1973
21685,"Kinshasa, DRC",-4.3217055,15.3125974,41.79486636,1973
21686,"Copenhagen, Denmark",55.6867243,12.5700724,22.95818307,1973
21687,"Djibouti, Djibouti",11.8145966,42.8453061,33.04382812,1973
21688,"Cairo, Egypt",30.0443879,31.2357257,29.36539697,1973
21689,"San Salvador, El Salvador",13.6989939,-89.1914249,24.45179542,1973
21690,"Malabo, Equatorial Guinea",3.741877,8.7740663,36.2268578,1973
21691,"Asmara, Eritrea",15.3389667,38.9326763,24.41690073,1973
21692,"Addis Ababa, Ethiopia",9.0358287,38.7524127,11.91760776,1973
21693,"Suva, Fiji",-18.1415884,178.4421662,6.117593854,1973
21694,"Paris, France",48.8534951,2.3483915,30.77863043,1973
21695,"Libreville, Gabon",0.4086518,9.4418849,21.00523629,1973
21696,"Tbilisi, Georgia",41.6934591,44.8014495,26.5757789,1973
21697,"Berlin, Germany",52.510885,13.3989367,53.62086626,1973
21698,"Accra, Ghana",5.5571096,-0.2012376,23.6960326,1973
21699,"Athens, Greece",37.9887791133275,23.7191086388293,22.42009295,1973
21700,"Guatemala City, Guatemala",14.6416142,-90.5132836,20.75277413,1973
21701,"Conakry, Guinea",9.5170602,-13.6998434,28.93535358,1973
21702,"Bissau, Guinea-Bissau",11.87018055,-15.6077045647727,31.97329513,1973
21703,"Port-au-Prince, Haiti",18.547327,-72.3395928,14.03747691,1973
21704,"Tegucigalpa, Honduras",14.1057433,-87.2040052,30.29966188,1973
21705,"Budapest, Hungary",47.48138955,19.1460941269125,72.30459436,1973
21706,"Delhi, India",28.6273928,77.1716954,63.7118362,1973
21707,"Jakarta, Indonesia",-6.175247,106.8270488,12.89732525,1973
21708,"Tehran, Iran",35.6892523,51.3896004,22.93090992,1973
21709,"Baghdad, Iraq",33.3061701,44.3872213,34.74256827,1973
21710,"Dublin, Ireland",53.3493795,-6.2605593,12.50700587,1973
21711,"Jerusalem, Israel",31.7788242,35.2257626,18.14749097,1973
21712,"Rome, Italy",41.8933203,12.4829321,34.06243212,1973
21713,"Tokyo, Japan",35.6821936,139.762221,18.58535071,1973
21714,"Amman, Jordan",31.9515694,35.9239625,22.35131934,1973
21715,"Temirtau, Kazakhstan",50.0587825,72.9535681,14.54057661,1973
21716,"Astana, Kazakhstan",51.1282205,71.4306682,13.40134997,1973
21717,"Nairobi, Kenya",-1.30261485,36.8288420181373,13.30453423,1973
21718,"Kuwait City, Kuwait",29.3796532,47.9734174,52.19403799,1973
21719,"Bishkek, Kyrgyzstan",42.8777895,74.6066926,27.9440801,1973
21720,"Vientiane, Laos",17.9640988,102.6133707,23.62530734,1973
21721,"Riga, Latvia",56.9493977,24.1051846,33.39309541,1973
21722,"Monrovia, Liberia",6.328034,-10.797788,16.29061696,1973
21723,"Tripoli, Libya",32.896672,13.1777923,24.0519975,1973
21724,"Vilnius, Lithuania",54.6870458,25.2829111,26.0551202,1973
21725,"Luxembourg, Luxembourg",49.6112768,6.129799,33.871453,1973
21726,"Antananarivo, Madagascar",-18.9100122,47.5255809,16.2464692,1973
21727,"Lilongwe, Malawi",-13.9875107,33.768144,16.1786497,1973
21728,"Kuala Lumpur, Malaysia",3.1516964,101.6942371,8.251758261,1973
21729,"Bamako, Mali",12.61326555,-7.9847391362413,33.61177729,1973
21730,"Valletta, Malta",35.8989818,14.5136759,15.82788258,1973
21731,"Nouakchott, Mauritania",18.0618918,-15.9311481578329,62.45642859,1973
21732,"Port Louis, Mauritius",-20.1624522,57.5028044,14.03083599,1973
21733,"Mexico City, Mexico",19.4326296,-99.1331785,16.58230112,1973
21734,"Chisinau, Moldova",47.0245117,28.8322923,35.95426085,1973
21735,"Ulaanbaatar, Mongolia",47.94097405,106.917963752256,41.96217388,1973
21736,"Podgorica, Montenegro",42.4415238,19.2621081,35.16745865,1973
21737,"Rabat, Morocco",34.02236,-6.8340222,15.30375084,1973
21738,"Maputo, Mozambique",-25.966213,32.56745,12.09554013,1973
21739,"Windhoek, Namibia",-22.5776104,17.0772739,12.14977532,1973
21740,"Kathmandu, Nepal",27.708317,85.3205817,22.65019938,1973
21741,"Amsterdam, Netherlands",52.3730796,4.8924534,24.1736349,1973
21742,"Wellington, New Zealand",-41.2887953,174.7772114,5.718583333,1973
21743,"Managua, Nicaragua",12.1544035,-86.2737642,17.37953724,1973
21744,"Niamey, Niger",13.524834,2.109823,47.24737058,1973
21745,"Abuja, Nigeria",9.0643305,7.4892974,48.2793332,1973
21746,"Pyongyang, North Korea",39.0167979,125.7473609,22.12543229,1973
21747,"Skopje, North Macedonia",41.9961816,21.4319213,34.71582402,1973
21748,"Oslo, Norway",59.9133301,10.7389701,14.31353089,1973
21749,"Muscat, Oman",23.5882019,58.3829448,34.65962691,1973
21750,"Islamabad, Pakistan",33.6938118,73.0651511,31.53769249,1973
21751,"Panama City, Panama",8.6671353550533,-80.8169594275597,12.99732739,1973
21752,"Asunción, Paraguay",-25.2800459,-57.6343814,15.82307062,1973
21753,"Lima, Peru",-12.0621065,-77.0365256,21.82330921,1973
21754,"Manila, Philippines",14.5906346,120.9799964,21.81790067,1973
21755,"Warsaw, Poland",52.2337172,21.0714322356365,46.49300021,1973
21756,"Lisbon, Portugal",38.7077507,-9.1365919,14.32698106,1973
21757,"Doha, Qatar",24.73677015,81.4466022001494,63.40143555,1973
21758,"Bucharest, Romania",44.4361414,26.1027202,33.33881454,1973
21759,"Moscow, Russia",55.7505412,37.6174782,49.64990502,1973
21760,"Kigali, Rwanda",-1.8859597,30.1296751,25.79749703,1973
21761,"Apia, Samoa",-13.8344639,-171.7649144,4.521886838,1973
21762,"San Marino, San Marino",43.9458623,12.458306,32.47920619,1973
21763,"São Tomé, São Tomé and Príncipe",0.3389242,6.7313031,14.41610244,1973
21764,"Riyadh, Saudi Arabia",24.638916,46.7160104,72.87542944,1973
21765,"Dakar, Senegal",14.693425,-17.447938,39.2739511,1973
21766,"Belgrade, Serbia",44.8178131,20.4568974,28.60227062,1973
21767,"Victoria, Seychelles",-36.5986096,144.6780052,7.744998692,1973
21768,"Freetown, Sierra Leone",8.479004,-13.26795,22.25220988,1973
21769,"Singapore, Singapore",1.357107,103.8194992,10.00321873,1973
21770,"Bratislava, Slovakia",48.1516988,17.1093063,49.26795519,1973
21771,"Ljubljana, Slovenia",46.0500268,14.5069289,30.64337259,1973
21772,"Honiara, Solomon Islands",-9.43779755,159.962417478605,6.825278382,1973
21773,"Mogadishu, Somalia",2.0349312,45.3419183,10.496178,1973
21774,"Pretoria, South Africa",-25.7459277,28.1879101,30.9760601,1973
21775,"Seoul, South Korea",37.5666791,126.9782914,18.4322214,1973
21776,"Juba, South Sudan",4.8459246,31.5959173,24.24443665,1973
21777,"Madrid, Spain",40.4167047,-3.7035825,12.33688278,1973
21778,"Colombo, Sri Lanka",6.9388614,79.8542005,13.13221747,1973
21779,"Khartoum, Sudan",15.5635972,32.5349123,37.72156504,1973
