,index,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country,city,name,latitude,longitude
10,"Dhaka, Bangladesh",28.85844606,30.21707975,31.81262773,29.43202968,29.35544611,29.92567271,29.99405523,33.26239217,32.04317187,32.76660497,30.94927709,31.3855414,31.57730737,34.50433714,34.24660224,35.20573038,34.87323333,37.60486203,33.79386442,34.36205496,34.84786751,38.53700826,36.89740681,36.43628211,35.59645793,36.62199408,34.60338659,38.16642275,35.47932076,38.37255621,37.43154095,35.43808157,38.015368,38.06777336,37.09830993,37.4833355,39.12065601,38.44102299,39.8105688,37.75356553,40.37606434,40.18211396,39.79466583,38.96331721,39.32738262,39.32404096,40.02780324,40.35291801,38.51685121,41.05110154,41.15353365,40.29082419,40.24497516,39.81159598,40.44765005,42.14261243,40.67154534,41.55542249,42.11246341,43.01823259,45.42790012,43.40490436,43.40478797,44.20587809,44.07133344,43.36594134,45.95590774,43.33921322,43.39409578,41.51668493,42.86345381,43.7756648,44.36170716,43.67086273,42.33663161,43.2330304,42.06485607,43.24223632,41.78490155,45.02025599,43.17072923,43.82770997,44.72428901,42.87075183,44.17137192,44.10530861,42.56846622,43.77998236,44.52726344,44.00405004,42.76577354,43.7424936,45.14512124,45.34598939,43.67810487,43.17955409,43.51940676,33.52595988,31.47108218,33.29636656,34.63188766,31.93485673,30.4781747,34.17716357,31.05592925,33.52968815,34.2851543,34.08875683,33.77848229,34.70149313,32.41223375,34.36078095,36.82567983,31.74299152,34.02155727,34.90026366,34.44791074,35.11213813,36.60072863,36.04455884,36.78488605,35.8371866,37.20381735,36.07277982,40.02596812,39.94684316,40.05166258,39.64420104,44.2085436,43.14262978,43.69441773,43.02559273,42.21774658,45.40758916,45.15876799,47.66594618,44.94100051,45.65305269,50.00970304,48.86110214,50.66207646,51.46108024,52.31942091,52.19755949,51.82634375,55.46353006,53.73281988,54.51761292,58.02702766,58.15008944,61.10630115,58.99166489,61.51667404,63.71666336,61.83333969,68.76667023,71.35832977,68.82499695,71.89167023,78.5333252,76.43333435,77.68332672,82.3666687,75.30833435,79.4833374,75.54999542,72.70833588,71.04166412,88.9916687,76.01667023,79.375,83.33333588,Bangladesh,Dhaka,"Dhaka, Bangladesh",23.7644025,90.389015
11,"Minsk, Belarus",13.46070731,13.39787221,14.2791652,13.93306223,13.37320075,13.78223469,14.47937225,14.47772246,14.72232001,13.96535815,14.21696663,14.7739264,15.24430609,15.5361636,15.81937647,15.48713049,16.07830599,14.89384755,15.75176437,15.78531708,15.44535395,16.07781768,16.54815937,16.63720382,16.9103296,16.98312013,17.34694312,18.26077709,18.03382291,18.79095386,18.47492165,18.03043561,18.84528528,19.55201819,19.03318244,20.07894726,20.79261552,18.75233189,19.36858946,20.37300683,20.4190951,20.03888913,21.58147626,20.5383597,22.01097545,21.92387669,22.0999901,24.12040071,23.77139322,23.13535253,24.43468541,23.58194675,24.59161396,24.88812962,24.80036852,25.23573246,24.84536834,26.13779446,26.24411766,26.85043792,27.52118232,26.10376827,26.27268735,27.77295617,26.29821456,27.22475064,26.23458389,26.19028904,25.39475265,20.90518042,21.34962979,20.64425109,19.84197486,19.74083978,20.85032644,20.16765969,20.28145151,21.45339092,20.47453857,21.74528955,22.50406309,21.67961484,21.71056777,21.83203792,23.6312645,24.93547777,24.74118291,24.03023346,26.93046645,26.25951122,29.44526128,27.37911588,26.75450045,27.69923937,28.33838074,21.70796505,25.49590408,23.78432689,24.38418232,27.21773932,26.28522602,27.33233978,28.66228337,27.09301427,29.42979582,29.16510736,28.98189123,30.95943857,29.62155327,30.18599742,30.24169834,29.64888807,32.26719113,30.78467277,32.84686287,31.80961044,32.27594087,31.03914126,33.13639194,30.94001757,32.70295972,33.17441484,32.91582879,34.36838379,35.07062798,33.72089223,34.48701121,33.60123299,36.0703404,36.2866709,37.76320142,35.32618105,34.64603819,33.25730359,34.16885463,33.04552218,35.60818931,32.12709359,31.28491042,31.66214822,30.83283594,29.7440243,27.5083411,24.7296286,23.32359893,21.76174247,20.79685222,20.1971509,19.80776306,20.24937319,18.80574666,18.45833397,21.43333435,17.56666756,17.27499962,17.56666756,17.02499962,16.62500191,18.90833473,18.65833282,20.24166679,17.11666679,17.28333282,18.34166527,19.02500153,15.14166737,14.90833187,14.61666584,16.28333282,13.43333435,12.68333149,14.22500134,Belarus,Minsk,"Minsk, Belarus",53.9024716,27.5618225
12,"Brussels, Belgium",17.62086602,17.53505964,17.55082106,17.89856998,19.63992491,19.59667284,19.62243118,20.56864975,19.55919106,19.39780568,20.35963875,22.29719906,21.44348189,22.13426381,22.90276643,22.00692767,22.03772654,22.22527877,23.36336834,22.62080339,23.68022186,23.34918742,22.9668264,24.14074742,25.16740166,23.75069057,24.48342644,26.42037163,23.72379342,23.8660769,26.34475371,26.07528566,28.31306071,26.39383165,26.2300746,29.00445446,26.85231104,25.41921718,25.93429838,27.69082201,28.71145749,29.31727434,28.86667899,27.54855225,30.46431692,29.91577948,28.03234781,32.22060894,33.66547461,31.66627005,34.88632939,31.18838823,32.74369703,31.25522313,33.74639846,34.82293475,35.17250963,36.14920129,38.14807207,35.9712355,39.20858094,37.42349275,41.61154651,38.70358676,33.23168184,30.68312742,33.48226524,31.45451389,29.61963194,32.54828637,33.65951973,30.72306659,34.01059316,34.66561461,38.88369181,39.16608104,36.19989937,40.56777193,40.14193504,42.35187043,45.02373523,40.96489698,36.55327984,36.94265495,42.13575664,41.10976604,39.0890646,41.99836067,45.43791348,42.13305221,39.90916663,35.12210643,35.53619237,36.63991347,29.40116337,25.16378717,30.87456621,39.79395778,38.58918645,38.87063397,40.88614426,43.38253703,40.2792843,37.56330679,41.64846735,42.17086926,41.0240216,45.08717877,38.31116992,38.51782861,44.18696369,46.32917358,48.28411607,47.58702197,45.35508124,48.04610526,40.98750505,40.68129447,40.48975863,39.56620307,36.8574362,33.8730316,33.19042192,32.890747,34.73087231,27.59366377,28.17883394,30.9293907,31.50819945,30.66134869,31.80849567,29.68890924,26.93958543,27.25736948,24.80163835,25.94360231,25.703405,24.71929706,25.11054592,25.13789677,24.3493038,23.12246366,22.92041058,21.20230985,20.53019454,19.22937941,18.46904351,19.2396919,16.80132633,15.25152193,15.39586684,14.45833206,15.68333435,17.93333626,15.94166565,15.1833334,17.21666527,19.39166641,17.65833092,18.60000038,18,17.47500038,16.06666946,16.84166527,13.875,13.47499943,13.22499943,12.63333225,13.0666666,11.04166698,9.941666603,11.64166641,Belgium,Brussels,"Brussels, Belgium",50.8550018,4.35123337611662
13,"Cotonou, Benin",21.66475735,25.09141035,22.78308867,21.585293,25.2419912,25.76848695,23.09031207,25.25452953,21.54384573,22.25150692,26.72267667,25.68954631,23.39507694,20.64605354,19.98780648,25.83041959,22.92939133,23.98664719,22.37311895,24.67196356,24.38747638,21.15555334,20.69138669,22.09593655,20.6096327,22.8972565,23.31170701,20.39848871,21.58237361,24.95903255,24.61236747,24.55269173,26.80422107,22.14783585,20.61350254,23.1063681,22.52202732,24.09634593,21.24662328,23.38941331,21.99051443,24.00133138,22.78049309,24.15881938,22.6201741,23.97502588,22.0371092,24.22459405,21.64001089,23.84476254,23.94367593,22.00199981,22.71775237,23.68722533,24.26476187,25.07500583,23.75850996,23.45193056,25.02865485,23.05147572,23.54576299,23.07149622,26.97527036,24.1718201,26.98090405,25.55258184,27.65728595,23.35046112,23.7312154,24.13085719,24.62475317,25.68919794,26.7018596,23.69132113,24.4300995,26.09728899,27.24859093,26.53829941,25.76315167,27.67430017,25.09286578,27.05162544,28.55074701,26.37507404,24.64338791,26.18775382,24.95246429,30.63234862,30.37682912,27.47795348,24.79718655,27.66681354,28.28963063,29.36070709,27.25779178,27.01557807,28.9944869,29.85413273,30.10479693,28.60837502,27.31446419,25.38149295,27.07978175,30.37290273,25.74195824,30.01335269,28.30540332,28.32713132,30.58773421,30.21474527,27.26030867,28.43327698,26.88827959,26.58938267,27.78902259,29.57132986,28.63366911,29.21318267,27.23457966,29.07851539,28.21991011,29.1240471,32.18109152,28.48955206,29.36666608,29.83959943,30.83713633,28.17695341,29.22572146,29.67403897,29.57690025,31.64080629,32.73087034,32.91865899,32.33010681,32.57733631,32.51221392,35.64152063,32.95042242,29.79287751,29.19191663,32.29024969,34.38757927,32.07053132,33.3682435,31.66836293,34.46306769,34.17564696,35.12363181,38.65607049,33.65594073,32.73333359,31.98333549,28.65833282,33.80833054,32.61666489,26.44166565,33.04999924,36.76666641,29.73333549,28.09166527,31.57499886,32.67499924,25.67499733,23.83333397,40.29166794,37.76667023,34.45833206,28.98333549,28.45833397,37.00832748,31.44166565,Benin,Cotonou,"Cotonou, Benin",6.3676953,2.4252507
14,"Thimphu, Bhutan",9.773999065,10.71473631,11.70454475,10.88741302,10.01797577,10.10503818,10.20644212,12.61929552,10.74656171,12.36576154,10.33137806,10.57027379,10.25192621,10.69098778,10.38071843,12.47625371,10.33622927,12.70399648,10.39932771,10.20565312,9.824282386,11.27016607,10.68323393,10.96033516,11.34315232,10.97564791,11.59613525,10.58759728,9.747678935,11.1968815,12.66434625,9.960052406,10.1251727,9.998610639,10.88545192,11.08748563,10.55533304,10.4330156,11.68885764,10.89579504,13.54066941,12.11772254,11.77838111,10.32461099,11.33890111,10.49644187,9.638321755,11.71038515,11.82876695,12.44025204,10.41062632,11.04899175,11.55376654,12.27100413,10.9364056,10.81787053,11.69146349,9.753473644,11.48242388,11.15633056,11.33569091,12.89258016,10.17477335,12.62032169,11.74414987,10.97451871,10.81926627,12.24587189,11.51748792,11.77576455,10.39767254,10.62014904,13.09017077,12.09949657,11.13220444,14.28762634,11.66151162,11.97348187,11.10147865,12.28012296,13.28896154,11.79289649,12.87872228,12.39683459,11.64852394,12.62310519,12.63419961,12.88229987,11.51133697,13.07888269,13.37183766,12.29436479,12.24901638,16.66425804,13.86309524,12.3604868,13.58094015,12.93230444,12.47656252,12.00154122,14.1306918,11.64314987,11.0720595,11.90911068,11.59871051,12.94647192,13.35987463,12.67763056,12.4842584,14.14982637,12.9867075,13.31096807,15.07135247,12.10682372,10.64119307,11.94460672,12.49257128,12.24988989,14.39023964,14.22258051,15.59741483,14.19450392,16.51437378,13.08211795,15.55916452,15.91616211,14.52813675,13.97848078,15.70140625,15.33757029,16.38379843,17.53476927,15.0537702,16.22688565,17.28372412,17.98826037,16.94888787,13.94133633,17.08727491,16.70121055,15.47936689,17.43871947,17.21138889,16.00120541,17.28751614,17.60194633,17.24977313,16.15801053,18.91916852,20.34223391,20.04086256,20.69999886,20.11666489,21.30000114,20.74166679,22.05000114,21.89166832,21.12499809,22.53333282,25.13333321,22.8666687,24.34999847,23.80000114,20.31666756,23.56666756,24.26666451,21.875,20.44166756,22.9916687,22,20.80000114,21.60833549,Bhutan,Thimphu,"Thimphu, Bhutan",27.4713546,89.6336729
15,"La Paz, Bolivia",11.83235586,12.11119827,12.60670812,12.4627491,12.87665918,11.79628135,11.95060105,12.78630822,12.71726292,12.41375784,12.88507229,12.7792415,12.10846255,12.14459205,12.36062299,11.98990431,12.86323772,12.82374648,12.4240005,12.55793405,11.89562084,12.46914889,13.30338824,12.30206686,12.91769352,12.35215168,12.14693906,12.78590456,12.60524964,13.09210552,12.37924895,12.00472046,12.401154,13.19277974,12.23857371,12.28530931,12.77454914,14.77660614,12.90705608,13.03658647,13.25532973,13.75404541,12.61193334,12.75968007,13.01211433,13.07672509,13.3039461,13.8330279,13.29068404,13.47920923,12.69426317,12.83500276,12.78941407,12.25146616,12.74443146,12.56167099,13.20970518,13.05450665,12.84325615,13.53492558,13.70844101,13.23624771,13.61372164,12.85095292,13.24501057,13.68188526,13.29935631,13.8998034,14.13447219,13.61542952,14.48062338,13.06964099,13.70775809,13.75180556,13.78104901,14.37086265,14.0362855,13.67410241,13.90935644,13.95451249,14.35826821,14.09318973,13.27068826,14.07462011,13.50114036,14.27950376,14.26049276,14.7026589,13.94383189,14.13139157,14.34597765,14.25871313,14.54839753,14.97696554,14.63089911,16.00203662,14.29805254,13.7978148,14.29673712,15.04417393,14.99645848,14.57243599,14.49797599,14.55812949,14.16303527,15.01079954,14.24197919,15.02685846,15.20188168,14.99869359,16.2137938,16.07207092,15.62546825,16.46987842,16.25776344,16.42076084,16.62932358,17.25850054,18.03276492,17.6521372,17.77224135,17.05568527,17.23880981,18.55077895,17.98578127,18.46380516,21.15823146,21.57942489,22.48710854,24.34458613,25.88367286,25.70376095,26.55873643,25.29812613,27.42826841,26.67032912,26.7864101,24.20445484,25.90649548,25.37107296,24.7483549,25.38639217,25.57231332,26.51427057,28.54378376,29.0748476,26.58503011,26.38121907,28.02364495,27.61934153,24.23762494,25.39166832,26.39166832,27.75,28.91666985,29.12499809,24.97500038,27.16666603,24.16666603,23.27499962,31.32499886,25.49166679,23.33333015,23.48333549,21.89166832,22.68333244,24.56666565,22.94166756,22.56666565,24.79166603,26.40833473,23.63333321,Bolivia,La Paz,"La Paz, Bolivia",-16.4955455,-68.1336229
16,"Gaborone, Botswana",8.388863495,8.685680573,8.484910727,8.493184631,8.98772603,8.76146599,8.195837963,8.868668365,9.305289266,8.057345247,8.656003936,8.687129108,8.601960226,8.116142409,8.556714713,8.280411699,8.458113033,8.387669786,8.568714198,8.959498916,8.388585783,9.050263686,8.322892259,8.768951483,9.022842697,8.934582747,8.368412868,8.389920325,9.254425043,8.760192941,8.515015121,8.935763218,8.456830917,8.658166137,8.742767891,8.420447259,8.633766404,9.063570648,9.049122957,8.567141178,8.870539452,8.888360295,8.678054172,9.008299719,8.868630154,9.11033008,8.138866782,9.169150223,9.402181035,8.763543251,8.698442559,8.828994979,9.107349428,8.968143539,9.167983279,8.981408534,9.19748036,9.419422656,9.560937193,9.189305328,9.141634164,9.789782078,9.283533203,9.59035916,9.943556003,9.47652775,9.195225317,9.784869412,9.940680167,9.091909912,9.519107105,9.669519035,9.581717862,10.19136532,9.632614377,9.632797079,10.09828279,9.663150989,9.384447656,9.555242373,9.90095098,9.161641155,9.706742058,9.430800876,10.09856251,9.875583264,10.21770854,10.3229466,10.06295548,10.36545509,10.95542141,10.57047449,10.54556308,10.80926397,10.42715369,11.11708654,9.774277101,10.85438713,11.26652832,10.49135151,11.53755714,11.19628457,10.64701109,11.20688302,11.00224083,12.35132857,12.27323613,13.03349374,11.59339295,11.74892549,11.32821113,11.04929563,12.34891905,12.08299512,11.52574697,11.4067384,11.50586343,13.00374039,12.20976685,12.80242071,12.58019043,12.72590573,13.29981144,13.27125192,13.10649788,13.28636535,13.56004299,13.85023142,14.71096349,13.75295722,14.82542099,14.27926277,14.65352151,14.28143824,14.57531161,14.01464776,14.72094252,14.53233438,15.49219435,15.81413018,15.44852787,15.56772224,15.4229868,16.36019396,16.29502976,16.26894192,15.86374945,15.99352164,19.34581427,16.69554663,15.13504551,18.61666679,17.00000191,19.05833244,16.29999924,20.54166603,14.64166641,17.42499924,17.25833321,17.56666565,22.94166565,16.67500114,18.87499809,17.69166756,14.11666775,18.64999962,17.74166679,16.03333282,18.33333397,16.70000076,15.60833359,16.05833244,Botswana,Gaborone,"Gaborone, Botswana",-24.6581357,25.9088474
17,"Brasília, Brazil",4.260219509,4.2111276,4.241963654,4.468300439,4.419421469,4.366593461,4.221949837,4.252568941,4.316114565,4.531453043,4.513053835,4.283167969,4.290650537,4.38591018,4.364385988,4.550398776,4.609402635,4.378964366,4.476712101,4.272677037,4.503799783,4.635766731,4.582786653,4.803057092,4.54077135,4.593084139,4.510376622,4.327129265,4.506942959,4.475512463,4.507762151,4.4296428,4.19068041,4.435837967,4.619228126,4.399048828,4.244148802,4.553680134,4.417269389,4.589239735,4.766294878,4.475696265,4.38899951,4.606369804,4.530509791,4.301701344,4.422663554,4.578585741,4.852620602,4.48248586,4.325274045,4.451542362,4.739874467,4.701409552,4.528508328,4.578629666,4.694718066,4.746090633,4.945133722,4.655779665,4.845458372,4.921956367,4.978334682,5.203620357,5.106867295,4.951059,5.087872185,5.126214478,5.132739202,5.217315739,5.192947355,5.160549009,5.35610912,5.447123702,5.309929933,5.517362834,5.538949755,5.638224376,5.441554006,5.712002896,5.802907819,5.348724195,5.679021346,5.807158803,5.576183815,5.557042713,5.871113302,5.854876163,6.074742404,6.112145463,5.940464063,5.984899962,6.331686884,6.354806443,6.6065704,6.261099523,6.171575117,6.537810154,6.557614897,6.681348441,6.862378425,7.027165547,7.064568299,6.773697266,7.057265874,7.170104651,7.103803256,7.46456055,7.538852163,7.57583938,7.686504711,7.595913524,7.943214342,7.890914847,8.20891158,8.235799715,8.163363948,8.723371122,8.642333024,8.450300532,8.308114411,9.015519335,9.029428373,8.838145777,8.766520646,8.838042676,9.004496306,8.929168108,8.682049689,9.080329117,9.345459435,8.801184047,8.865930657,8.567583806,8.516014099,8.881305115,8.660523237,9.869718973,10.39164388,8.366459107,8.316844918,8.431653408,8.661526601,10.66947022,12.02317752,13.67359745,11.36351866,11.90560552,14.63889822,12.0174523,10.29313115,12.09999943,14.00833416,13.74166775,14.83333492,14.27500057,14.21666718,14.15000057,13.90833378,13.89166641,14.75000095,14.3166666,13.23333359,12.47499943,12.14166737,12.38333416,13.31666565,12.12500095,12.375,12.34999943,12.65833282,13.70833302,Brazil,Brasília,"Brasília, Brazil",-10.3333333,-53.2
18,"Sofia, Bulgaria",13.78295673,12.96645428,13.62567286,14.25463724,13.92993205,13.32012439,14.00291985,13.29538068,13.71810717,14.23427744,13.20211414,14.71682234,14.31061056,14.10023543,15.27788182,14.39693527,14.29931973,14.06916502,14.33450744,14.14052458,13.70481941,14.86342324,13.94528598,14.67118829,14.71203439,15.11203682,15.15027883,14.91567436,14.34859453,15.01467931,15.48033248,14.89646083,15.64418563,16.10425964,15.04314688,15.72861765,15.46045857,15.5552533,15.89125668,15.69435397,15.70560308,15.96807622,16.52609257,16.13368958,16.81453117,16.94175899,16.50532232,17.36035129,16.3955756,17.83164623,17.81834141,17.74803863,17.43273836,17.57284854,17.27116676,18.66996367,17.7361246,19.18473309,18.37034615,18.99889527,19.14759404,19.55952083,19.44404575,20.37031423,19.73435099,18.92964901,19.23018086,20.12503598,20.86535732,19.33056057,19.92002656,20.37294296,20.60308371,20.3284548,20.99918451,21.5451966,21.78790867,22.21818248,21.88885474,23.17420416,23.20807325,23.91029637,23.04622162,22.71062349,23.98240383,24.40389149,25.1222515,25.50947601,26.12855732,24.59908014,27.11111365,25.31542259,26.1482936,25.91860769,25.02807801,24.49824662,25.98363722,26.61869203,26.86624575,28.75047198,28.6481585,30.29411312,31.33278416,31.11497524,32.10432529,34.55493906,35.47858296,35.49789184,35.86682938,38.79049787,42.05929547,44.53613093,49.50145803,48.78911383,53.07299432,55.19853652,54.36557961,58.28540892,57.2236027,60.32221483,56.87789216,57.23675595,55.50182216,56.10710561,57.5366516,55.14140399,54.11460609,54.59527273,57.12210459,53.4062943,54.34618689,53.68079725,52.69503464,52.25239257,51.27920591,51.57952844,51.17827669,51.66615753,52.8402506,52.73272095,41.39544502,37.99894382,36.68956803,37.82557632,36.09404247,35.08069667,33.75643689,33.4694311,33.46882649,29.76022574,32.72206126,33.26666641,33.39999771,33.55833435,32.15000153,33.01666641,38.87500381,37.28333664,36.70000076,28.49166679,27.94166565,40.40000153,32.22499847,30.19999886,28.51667023,26.41666603,23.40000153,24.14166832,25.58333588,22.80833435,24.55833435,23.69999886,Bulgaria,Sofia,"Sofia, Bulgaria",-15.2538402,48.2562163
19,"Ouagadougou, Burkina Faso",39.98984525,44.49807946,44.37988743,38.65452822,40.87504505,44.17201741,40.86576851,43.64663844,39.03578146,40.9041839,45.92766215,47.67094566,41.55875331,36.31752476,36.0855752,44.03330725,42.32077456,43.34962408,42.09550743,45.02420349,44.24685077,39.8769341,37.80398475,40.89028055,40.64571973,41.65606211,42.56047823,40.32573592,41.63779526,46.60782815,43.05732281,44.84533288,50.10630277,39.03101857,37.14889398,42.86764394,39.64753113,44.17987682,37.9873645,42.10647597,39.47762908,46.18176946,44.64239303,44.28864902,40.83054337,43.50475233,42.06637351,42.79315943,38.57042895,42.57216915,45.23543725,41.02869858,42.09046759,44.549313,46.90196614,47.78035431,45.29124318,44.94822395,47.96501769,40.9746308,46.84978108,45.12394171,49.30154046,43.74241862,48.72054516,47.06953607,48.67505574,45.09435081,42.30209041,43.68988062,44.62724215,47.41031687,45.90449753,44.26009356,44.16592178,42.81503065,45.99732546,47.44143919,46.29272887,46.26819689,40.8382779,46.32668516,46.77324652,46.89525105,42.90970186,46.55574623,43.40382136,52.61418426,52.98558155,49.96275976,47.11028004,47.98447223,48.30231633,48.78477697,44.84894709,46.34862535,53.6610792,50.89605832,48.63693337,47.91988376,44.41123312,43.46644143,43.49387409,50.319158,41.92027921,48.89944683,45.62844843,47.20064057,50.31099651,49.55295536,47.41257572,47.27737672,47.75621272,44.58812493,45.85648725,48.86677584,44.59265813,47.82145711,45.35917838,48.67214331,48.58549924,47.65683417,54.61523935,47.91632144,49.05868313,51.69903424,48.78416177,48.74150571,51.76483673,53.37981597,48.33032442,54.58927641,51.06385129,58.84314765,53.03656564,54.32072008,51.18056434,59.08717609,55.34889876,48.11245597,47.27435297,50.45695794,52.6727937,49.37089032,52.79798124,50.29230946,53.21816339,50.49502948,51.51809402,54.87989995,50.3704369,44.44166946,49.27500534,41.375,54.53333664,48.76666641,42.12500381,54.07500076,51.20833206,44.39999771,42.81666946,45.14166641,44.26666641,38.01666641,39.25833511,50.57499695,44.19166946,41.5083313,35.79999924,33.29166794,38.72499847,36.53333664,Burkina Faso,Ouagadougou,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944
20,"Bujumbura, Burundi",16.40380159,16.9888218,16.33259665,16.00180121,17.59693072,17.56000744,15.98483202,17.00904517,16.93438579,15.7187927,16.68520208,17.54143566,17.11098762,15.62946478,16.46484137,17.28297839,16.67670696,16.56416416,18.71941082,17.80327105,18.18968825,16.42284686,16.41429321,17.41536159,17.97390303,18.12125832,17.03469006,16.97126408,18.60154329,17.25248217,16.54074023,17.93309598,19.06668873,17.65600241,17.28649857,17.1954204,17.43481184,18.43814633,17.61890283,17.54062762,16.69284276,17.8906634,18.56093125,18.26728483,18.21466109,19.18441387,17.06000281,17.43142665,18.01917418,18.31635596,19.85992107,18.73202487,17.785906,17.21859613,18.52021499,19.05841602,19.1696855,18.36208912,19.16419084,19.09091647,19.36693963,18.76111417,19.35406518,19.60876342,21.11349595,18.8546683,19.89068645,18.71410518,20.2795092,19.0920666,20.42051725,20.67433204,19.07469322,20.56795025,19.63148052,18.32296262,20.19254545,21.80546422,21.08702848,19.98337912,21.57678721,20.91319745,22.05452954,19.69605306,21.55541919,21.26208857,21.21620855,22.28821545,23.08368095,21.99161827,22.48027251,22.21709474,23.11679077,21.93056465,22.27234561,23.42502807,22.8835057,23.11870809,25.07568646,22.91275034,25.16021397,24.01280155,23.38184372,25.28132059,24.64583071,25.46627979,25.73065483,26.85995698,25.52583758,26.45654586,25.42798813,25.72820721,25.66314287,26.67873475,25.57588613,25.35676585,25.50976076,28.89911926,27.62336945,28.07025411,28.02304991,28.79988748,30.03045743,29.83067048,31.03569637,29.78499706,30.5044105,30.83241316,32.14859218,31.93633281,32.80804075,31.67464533,33.74034337,31.74082898,32.93391252,33.70947013,34.74618518,35.7281654,36.68679914,36.94698944,38.97354423,40.29268627,40.86506639,39.05083993,39.26697028,38.97592133,40.87690331,47.24300124,44.27340381,40.14798181,44.52345916,48.19166946,43.22499466,39.36666489,46.66667175,46.31666946,39.98333359,48.16666794,46.90832901,43.81666565,47.44166565,47.78332901,48.27500534,50.41666031,45.3666687,48.42500305,47.8666687,41.93333435,42.53333664,48.44166565,47.1333313,47.58333206,Burundi,Bujumbura,"Bujumbura, Burundi",-3.3638125,29.3675028
